IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
52.79.248.0,2053,0,false,ORD,North America,Chicago,80,0.00
52.78.128.8,2083,0,false,ORD,North America,Chicago,80,0.00
43.203.230.251,8880,0,false,ORD,North America,Chicago,80,0.00
15.168.143.248,2053,0,false,ORD,North America,Chicago,80,0.00
13.208.152.35,8880,0,false,ORD,North America,Chicago,80,0.00
15.168.11.213,2083,0,false,ORD,North America,Chicago,80,0.00
43.203.182.199,2095,0,false,ORD,North America,Chicago,80,0.00
3.38.105.36,2087,0,false,ORD,North America,Chicago,80,0.00
43.203.211.207,2086,0,false,ORD,North America,Chicago,80,0.00
3.38.97.14,2083,0,false,ORD,North America,Chicago,80,0.00
3.36.97.27,8880,0,false,ORD,North America,Chicago,80,0.00
43.203.172.237,80,0,false,ORD,North America,Chicago,80,0.00
13.230.201.238,2096,0,false,ORD,North America,Chicago,80,0.00
3.38.247.149,2096,0,false,ORD,North America,Chicago,81,0.00
13.209.16.60,8443,0,false,ORD,North America,Chicago,81,0.00
15.168.37.255,2087,0,false,ORD,North America,Chicago,81,0.00
3.35.51.228,2053,0,false,ORD,North America,Chicago,81,0.00
43.201.251.34,80,0,false,ORD,North America,Chicago,81,0.00
3.35.137.178,8080,0,false,ORD,North America,Chicago,81,0.00
13.124.83.239,8880,0,false,ORD,North America,Chicago,81,0.00
3.35.170.113,8880,0,false,ORD,North America,Chicago,81,0.00
3.35.170.113,2082,0,false,ORD,North America,Chicago,81,0.00
13.124.214.202,2087,0,false,ORD,North America,Chicago,81,0.00
3.38.105.36,8880,0,false,ORD,North America,Chicago,81,0.00
3.35.170.113,8443,0,false,ORD,North America,Chicago,81,0.00
3.35.170.113,2086,0,false,ORD,North America,Chicago,81,0.00
3.35.137.178,8443,0,false,ORD,North America,Chicago,81,0.00
13.124.183.146,8443,0,false,ORD,North America,Chicago,81,0.00
13.125.38.212,2087,0,false,ORD,North America,Chicago,81,0.00
13.124.177.112,80,0,false,ORD,North America,Chicago,81,0.00
3.38.247.149,443,0,false,ORD,North America,Chicago,81,0.00
3.35.51.228,2096,0,false,ORD,North America,Chicago,81,0.00
43.201.251.34,2053,0,false,ORD,North America,Chicago,81,0.00
13.124.83.239,2095,0,false,ORD,North America,Chicago,81,0.00
3.35.51.228,2083,0,false,ORD,North America,Chicago,81,0.00
13.208.185.82,443,0,false,ORD,North America,Chicago,81,0.00
13.124.29.222,2053,0,false,ORD,North America,Chicago,81,0.00
43.201.60.144,80,0,false,ORD,North America,Chicago,81,0.00
43.203.230.251,443,0,false,ORD,North America,Chicago,81,0.00
3.35.51.228,8443,0,false,ORD,North America,Chicago,81,0.00
13.125.162.101,8443,0,false,ORD,North America,Chicago,81,0.00
3.38.97.14,80,0,false,ORD,North America,Chicago,81,0.00
43.203.182.199,2086,0,false,ORD,North America,Chicago,81,0.00
13.125.38.212,2052,0,false,ORD,North America,Chicago,81,0.00
3.38.97.14,2053,0,false,ORD,North America,Chicago,81,0.00
3.38.247.149,8443,0,false,ORD,North America,Chicago,81,0.00
3.39.228.20,2087,0,false,ORD,North America,Chicago,81,0.00
3.35.137.178,2052,0,false,ORD,North America,Chicago,81,0.00
13.125.38.212,8080,0,false,ORD,North America,Chicago,81,0.00
3.36.97.28,443,0,false,ORD,North America,Chicago,81,0.00
3.35.51.228,8880,0,false,ORD,North America,Chicago,81,0.00
13.125.38.212,443,0,false,ORD,North America,Chicago,81,0.00
3.35.170.113,2083,0,false,ORD,North America,Chicago,81,0.00
13.201.189.55,2087,0,false,ORD,North America,Chicago,81,0.00
3.35.170.113,2087,0,false,ORD,North America,Chicago,81,0.00
13.208.185.82,2096,0,false,ORD,North America,Chicago,81,0.00
43.203.211.207,2052,0,false,ORD,North America,Chicago,81,0.00
13.125.162.101,443,0,false,ORD,North America,Chicago,81,0.00
13.124.121.15,2086,0,false,ORD,North America,Chicago,81,0.00
3.38.97.14,443,0,false,ORD,North America,Chicago,81,0.00
43.203.230.251,8080,0,false,ORD,North America,Chicago,81,0.00
3.36.97.28,2096,0,false,ORD,North America,Chicago,82,0.00
3.39.228.20,2096,0,false,ORD,North America,Chicago,82,0.00
13.124.183.146,2053,0,false,ORD,North America,Chicago,82,0.00
3.39.228.20,80,0,false,ORD,North America,Chicago,82,0.00
52.78.65.47,2083,0,false,ORD,North America,Chicago,82,0.00
52.78.159.206,2095,0,false,ORD,North America,Chicago,82,0.00
3.38.105.36,2082,0,false,ORD,North America,Chicago,82,0.00
13.124.32.1,2083,0,false,ORD,North America,Chicago,82,0.00
13.125.98.173,80,0,false,ORD,North America,Chicago,82,0.00
3.36.118.128,2052,0,false,ORD,North America,Chicago,82,0.00
3.36.118.128,2095,0,false,ORD,North America,Chicago,82,0.00
52.79.248.0,2096,0,false,ORD,North America,Chicago,82,0.00
43.203.172.237,2083,0,false,ORD,North America,Chicago,82,0.00
3.36.118.128,2053,0,false,ORD,North America,Chicago,82,0.00
13.114.229.71,443,0,false,ORD,North America,Chicago,82,0.00
3.35.137.178,2095,0,false,ORD,North America,Chicago,82,0.00
3.36.97.27,2095,0,false,ORD,North America,Chicago,82,0.00
3.38.97.14,8443,0,false,ORD,North America,Chicago,82,0.00
52.78.128.8,80,0,false,ORD,North America,Chicago,82,0.00
43.203.197.217,8080,0,false,ORD,North America,Chicago,82,0.00
52.78.128.8,8080,0,false,ORD,North America,Chicago,82,0.00
43.202.58.84,2053,0,false,ORD,North America,Chicago,82,0.00
13.125.67.152,2095,0,false,ORD,North America,Chicago,82,0.00
43.203.172.237,2082,0,false,ORD,North America,Chicago,82,0.00
3.38.247.149,2086,0,false,ORD,North America,Chicago,82,0.00
52.79.48.6,2053,0,false,ORD,North America,Chicago,82,0.00
52.78.65.47,443,0,false,ORD,North America,Chicago,82,0.00
52.79.48.6,2096,0,false,ORD,North America,Chicago,82,0.00
52.78.159.206,2053,0,false,ORD,North America,Chicago,82,0.00
52.78.159.206,8880,0,false,ORD,North America,Chicago,82,0.00
3.38.105.36,80,0,false,ORD,North America,Chicago,82,0.00
43.203.182.199,2053,0,false,ORD,North America,Chicago,82,0.00
3.38.97.14,8880,0,false,ORD,North America,Chicago,82,0.00
43.203.211.207,8080,0,false,ORD,North America,Chicago,82,0.00
52.79.248.0,8443,0,false,ORD,North America,Chicago,82,0.00
52.78.65.47,2087,0,false,ORD,North America,Chicago,82,0.00
52.79.48.6,8443,0,false,ORD,North America,Chicago,82,0.00
43.203.197.217,8880,0,false,ORD,North America,Chicago,82,0.00
52.78.128.8,2087,0,false,ORD,North America,Chicago,82,0.00
3.36.97.28,2095,0,false,ORD,North America,Chicago,82,0.00
3.36.97.28,2087,0,false,ORD,North America,Chicago,82,0.00
52.78.128.8,8880,0,false,ORD,North America,Chicago,82,0.00
43.201.251.34,8443,0,false,ORD,North America,Chicago,82,0.00
52.78.128.8,2086,0,false,ORD,North America,Chicago,82,0.00
43.203.211.207,2083,0,false,ORD,North America,Chicago,82,0.00
15.168.37.91,8080,0,false,ORD,North America,Chicago,82,0.00
52.78.65.47,2095,0,false,ORD,North America,Chicago,83,0.00
43.203.211.207,80,0,false,ORD,North America,Chicago,83,0.00
52.78.159.206,2083,0,false,ORD,North America,Chicago,83,0.00
13.209.16.60,2053,0,false,ORD,North America,Chicago,83,0.00
13.114.5.142,8880,0,false,ORD,North America,Chicago,83,0.00
52.78.65.47,2086,0,false,ORD,North America,Chicago,83,0.00
43.203.182.199,8880,0,false,ORD,North America,Chicago,83,0.00
3.36.97.27,2086,0,false,ORD,North America,Chicago,83,0.00
3.38.247.149,2052,0,false,ORD,North America,Chicago,83,0.00
43.201.58.154,2053,0,false,ORD,North America,Chicago,83,0.00
52.78.128.8,8443,0,false,ORD,North America,Chicago,83,0.00
43.203.211.207,2082,0,false,ORD,North America,Chicago,83,0.00
52.79.48.6,443,0,false,ORD,North America,Chicago,83,0.00
3.36.97.28,2086,0,false,ORD,North America,Chicago,83,0.00
43.203.230.251,2083,0,false,ORD,North America,Chicago,83,0.00
52.78.65.47,2096,0,false,ORD,North America,Chicago,83,0.00
43.201.251.34,2052,0,false,ORD,North America,Chicago,83,0.00
43.203.197.217,2082,0,false,ORD,North America,Chicago,83,0.00
52.78.159.206,2052,0,false,ORD,North America,Chicago,83,0.00
13.230.201.238,443,0,false,ORD,North America,Chicago,83,0.00
52.79.48.6,2052,0,false,ORD,North America,Chicago,83,0.00
43.203.197.217,80,0,false,ORD,North America,Chicago,83,0.00
43.203.172.237,8080,0,false,ORD,North America,Chicago,83,0.00
52.79.48.6,8880,0,false,ORD,North America,Chicago,83,0.00
52.79.48.6,2083,0,false,ORD,North America,Chicago,83,0.00
43.203.172.237,2087,0,false,ORD,North America,Chicago,83,0.00
52.78.159.206,443,0,false,ORD,North America,Chicago,83,0.00
43.203.230.251,2053,0,false,ORD,North America,Chicago,83,0.00
43.203.182.199,8443,0,false,ORD,North America,Chicago,83,0.00
43.203.172.237,2053,0,false,ORD,North America,Chicago,83,0.00
3.38.247.149,2083,0,false,ORD,North America,Chicago,83,0.00
43.201.70.231,2053,0,false,ORD,North America,Chicago,83,0.00
43.203.211.207,2053,0,false,ORD,North America,Chicago,84,0.00
43.201.251.34,443,0,false,ORD,North America,Chicago,84,0.00
43.201.58.154,2083,0,false,ORD,North America,Chicago,84,0.00
3.36.97.27,2052,0,false,ORD,North America,Chicago,84,0.00
43.201.58.154,80,0,false,ORD,North America,Chicago,84,0.00
3.38.97.14,2096,0,false,ORD,North America,Chicago,84,0.00
13.114.33.101,2082,0,false,ORD,North America,Chicago,84,0.00
43.203.230.251,2052,0,false,ORD,North America,Chicago,84,0.00
3.36.118.128,443,0,false,ORD,North America,Chicago,84,0.00
43.203.172.237,2052,0,false,ORD,North America,Chicago,84,0.00
43.203.182.199,2082,0,false,ORD,North America,Chicago,84,0.00
3.36.97.27,8080,0,false,ORD,North America,Chicago,84,0.00
3.36.97.28,8880,0,false,ORD,North America,Chicago,84,0.00
43.203.182.199,2087,0,false,ORD,North America,Chicago,84,0.00
3.36.97.27,2082,0,false,ORD,North America,Chicago,84,0.00
3.38.105.36,2095,0,false,ORD,North America,Chicago,85,0.00
3.36.97.28,80,0,false,ORD,North America,Chicago,85,0.00
43.202.58.84,8443,0,false,ORD,North America,Chicago,85,0.00
3.38.97.14,2087,0,false,ORD,North America,Chicago,85,0.00
3.38.247.149,8880,0,false,ORD,North America,Chicago,85,0.00
13.114.33.101,8443,0,false,ORD,North America,Chicago,85,0.00
13.208.166.161,8443,0,false,ORD,North America,Chicago,85,0.00
3.38.247.149,2095,0,false,ORD,North America,Chicago,85,0.00
43.201.58.154,2095,0,false,ORD,North America,Chicago,85,0.00
43.201.58.154,8080,0,false,ORD,North America,Chicago,86,0.00
43.201.60.144,2087,0,false,ORD,North America,Chicago,86,0.00
43.201.60.144,2053,0,false,ORD,North America,Chicago,86,0.00
13.230.201.238,8880,0,false,ORD,North America,Chicago,86,0.00
3.38.105.36,2086,0,false,ORD,North America,Chicago,86,0.00
3.38.105.36,2096,0,false,ORD,North America,Chicago,86,0.00
3.38.97.14,2086,0,false,ORD,North America,Chicago,86,0.00
3.38.97.14,2052,0,false,ORD,North America,Chicago,86,0.00
3.38.247.149,80,0,false,ORD,North America,Chicago,86,0.00
43.202.58.84,2096,0,false,ORD,North America,Chicago,86,0.00
43.203.230.251,8443,0,false,ORD,North America,Chicago,86,0.00
43.201.60.144,443,0,false,ORD,North America,Chicago,86,0.00
15.168.11.213,8880,0,false,ORD,North America,Chicago,86,0.00
54.238.200.77,2082,0,false,ORD,North America,Chicago,86,0.00
3.38.247.149,2087,0,false,ORD,North America,Chicago,86,0.00
3.36.118.128,2082,0,false,ORD,North America,Chicago,86,0.00
3.38.105.36,2053,0,false,ORD,North America,Chicago,87,0.00
3.38.247.149,8080,0,false,ORD,North America,Chicago,87,0.00
43.203.197.217,2052,0,false,ORD,North America,Chicago,87,0.00
13.208.246.14,80,0,false,ORD,North America,Chicago,87,0.00
13.233.153.135,80,0,false,ORD,North America,Chicago,88,0.00
13.125.67.152,2083,0,false,ORD,North America,Chicago,88,0.00
43.201.251.34,2082,0,false,ORD,North America,Chicago,88,0.00
3.36.97.28,2052,0,false,ORD,North America,Chicago,88,0.00
13.208.134.98,2053,0,false,ORD,North America,Chicago,88,0.00
3.36.97.27,2087,0,false,ORD,North America,Chicago,89,0.00
3.36.118.128,8880,0,false,ORD,North America,Chicago,89,0.00
43.201.60.144,2082,0,false,ORD,North America,Chicago,89,0.00
18.141.204.88,443,443,true,SIN,Asia Pacific,Singapore,89,0.00
3.36.97.28,2083,0,false,ORD,North America,Chicago,89,0.00
3.38.105.36,8080,0,false,ORD,North America,Chicago,89,0.00
13.232.160.240,80,0,false,ORD,North America,Chicago,89,0.00
3.36.97.28,8080,0,false,ORD,North America,Chicago,89,0.00
3.36.97.27,443,0,false,ORD,North America,Chicago,89,0.00
43.201.70.231,2082,0,false,ORD,North America,Chicago,89,0.00
3.38.105.36,443,0,false,ORD,North America,Chicago,89,0.00
3.38.247.149,2082,0,false,ORD,North America,Chicago,89,0.00
3.36.97.28,8443,0,false,ORD,North America,Chicago,89,0.00
13.230.201.238,8443,0,false,ORD,North America,Chicago,90,0.00
43.201.251.34,2083,0,false,ORD,North America,Chicago,90,0.00
43.201.251.34,8880,0,false,ORD,North America,Chicago,90,0.00
43.202.58.84,8880,0,false,ORD,North America,Chicago,90,0.00
43.201.251.34,2087,0,false,ORD,North America,Chicago,91,0.00
43.202.58.84,2083,0,false,ORD,North America,Chicago,91,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.208.249.166,2053,0,false,ORD,North America,Chicago,93,0.00
3.26.113.223,2086,0,false,ORD,North America,Chicago,93,0.00
3.26.9.21,2095,0,false,ORD,North America,Chicago,93,0.00
3.25.188.30,80,0,false,ORD,North America,Chicago,93,0.00
3.27.128.68,2096,0,false,ORD,North America,Chicago,93,0.00
3.27.128.68,80,0,false,ORD,North America,Chicago,93,0.00
3.27.8.225,443,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,2082,0,false,ORD,North America,Chicago,93,0.00
3.27.41.16,8443,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,2086,0,false,ORD,North America,Chicago,93,0.00
3.25.228.142,2087,0,false,ORD,North America,Chicago,93,0.00
13.236.209.185,8443,0,false,ORD,North America,Chicago,93,0.00
3.27.104.227,2086,0,false,ORD,North America,Chicago,93,0.00
3.26.113.223,2083,0,false,ORD,North America,Chicago,93,0.00
3.27.128.68,8443,0,false,ORD,North America,Chicago,93,0.00
43.202.58.84,8080,0,false,ORD,North America,Chicago,93,0.00
3.26.241.28,80,0,false,ORD,North America,Chicago,93,0.00
3.26.93.126,2082,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,2083,0,false,ORD,North America,Chicago,93,0.00
3.26.241.28,2082,0,false,ORD,North America,Chicago,93,0.00
13.236.209.185,2087,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,2086,0,false,ORD,North America,Chicago,93,0.00
3.26.129.70,8880,0,false,ORD,North America,Chicago,93,0.00
3.27.77.68,2082,0,false,ORD,North America,Chicago,93,0.00
3.26.178.139,2052,0,false,ORD,North America,Chicago,93,0.00
3.26.255.21,8443,0,false,ORD,North America,Chicago,93,0.00
3.26.113.223,2095,0,false,ORD,North America,Chicago,93,0.00
3.27.104.227,2053,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,2053,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,2096,0,false,ORD,North America,Chicago,93,0.00
3.26.203.153,8080,0,false,ORD,North America,Chicago,93,0.00
3.27.77.68,2095,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,8080,0,false,ORD,North America,Chicago,93,0.00
13.236.209.185,80,0,false,ORD,North America,Chicago,93,0.00
3.26.203.153,2083,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,443,0,false,ORD,North America,Chicago,93,0.00
3.26.93.126,2052,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,2087,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,2052,0,false,ORD,North America,Chicago,93,0.00
13.211.4.242,2082,0,false,ORD,North America,Chicago,93,0.00
3.27.116.51,2096,0,false,ORD,North America,Chicago,93,0.00
3.26.93.126,443,0,false,ORD,North America,Chicago,93,0.00
13.211.4.242,2096,0,false,ORD,North America,Chicago,93,0.00
3.26.255.21,2052,0,false,ORD,North America,Chicago,93,0.00
3.26.255.21,2096,0,false,ORD,North America,Chicago,93,0.00
3.27.41.16,80,0,false,ORD,North America,Chicago,93,0.00
3.26.113.223,2053,0,false,ORD,North America,Chicago,93,0.00
3.26.222.126,443,0,false,ORD,North America,Chicago,93,0.00
3.27.116.51,2086,0,false,ORD,North America,Chicago,93,0.00
3.25.232.135,2052,0,false,ORD,North America,Chicago,93,0.00
3.26.93.126,8080,0,false,ORD,North America,Chicago,93,0.00
52.62.255.135,8880,0,false,ORD,North America,Chicago,93,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.27.116.51,8080,0,false,ORD,North America,Chicago,93,0.00
3.26.203.153,2095,0,false,ORD,North America,Chicago,93,0.00
3.26.113.223,80,0,false,ORD,North America,Chicago,93,0.00
3.26.222.126,2096,0,false,ORD,North America,Chicago,93,0.00
3.26.113.223,8080,0,false,ORD,North America,Chicago,93,0.00
13.55.59.224,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.27.104.227,8880,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,8080,0,false,ORD,North America,Chicago,93,0.00
3.25.188.30,8080,0,false,ORD,North America,Chicago,93,0.00
3.26.241.28,8880,0,false,ORD,North America,Chicago,93,0.00
3.26.255.21,8880,0,false,ORD,North America,Chicago,93,0.00
3.27.104.227,2095,0,false,ORD,North America,Chicago,93,0.00
3.27.45.26,8443,0,false,ORD,North America,Chicago,93,0.00
3.26.9.21,8080,0,false,ORD,North America,Chicago,93,0.00
3.27.41.16,2086,0,false,ORD,North America,Chicago,93,0.00
3.26.178.139,8080,0,false,ORD,North America,Chicago,93,0.00
3.26.113.223,8443,0,false,ORD,North America,Chicago,93,0.00
3.25.232.135,2096,0,false,ORD,North America,Chicago,93,0.00
3.26.9.21,80,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,8443,0,false,ORD,North America,Chicago,93,0.00
13.236.209.185,8080,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,2053,0,false,ORD,North America,Chicago,93,0.00
3.27.45.26,2053,0,false,ORD,North America,Chicago,93,0.00
13.236.209.185,2082,0,false,ORD,North America,Chicago,93,0.00
3.106.203.13,2087,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,8880,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,2095,0,false,ORD,North America,Chicago,93,0.00
13.239.147.196,2083,0,false,ORD,North America,Chicago,93,0.00
3.26.9.21,2082,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,443,0,false,ORD,North America,Chicago,93,0.00
3.26.129.70,2087,0,false,ORD,North America,Chicago,93,0.00
3.27.128.68,2086,0,false,ORD,North America,Chicago,93,0.00
3.27.128.68,2082,0,false,ORD,North America,Chicago,93,0.00
13.54.96.202,2087,0,false,ORD,North America,Chicago,93,0.00
3.26.178.139,2086,0,false,ORD,North America,Chicago,93,0.00
3.27.116.51,8880,0,false,ORD,North America,Chicago,93,0.00
3.26.225.74,8080,0,false,ORD,North America,Chicago,93,0.00
3.26.203.153,80,0,false,ORD,North America,Chicago,93,0.00
52.62.255.135,80,0,false,ORD,North America,Chicago,93,0.00
52.62.255.135,2083,0,false,ORD,North America,Chicago,93,0.00
3.25.228.142,8880,0,false,ORD,North America,Chicago,93,0.00
3.26.255.21,80,0,false,ORD,North America,Chicago,93,0.00
13.236.209.185,8880,0,false,ORD,North America,Chicago,93,0.00
3.27.41.16,2082,0,false,ORD,North America,Chicago,94,0.00
3.27.77.68,2052,0,false,ORD,North America,Chicago,94,0.00
3.26.129.70,80,0,false,ORD,North America,Chicago,94,0.00
3.27.128.68,8080,0,false,ORD,North America,Chicago,94,0.00
3.27.8.225,2087,0,false,ORD,North America,Chicago,94,0.00
3.25.188.30,2095,0,false,ORD,North America,Chicago,94,0.00
13.236.209.185,2096,0,false,ORD,North America,Chicago,94,0.00
3.26.129.70,2053,0,false,ORD,North America,Chicago,94,0.00
3.25.232.135,8443,0,false,ORD,North America,Chicago,94,0.00
3.25.228.142,2096,0,false,ORD,North America,Chicago,94,0.00
13.54.96.202,8880,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,8443,0,false,ORD,North America,Chicago,94,0.00
3.26.203.153,2086,0,false,ORD,North America,Chicago,94,0.00
3.26.93.126,2087,0,false,ORD,North America,Chicago,94,0.00
3.27.41.16,8080,0,false,ORD,North America,Chicago,94,0.00
3.25.234.205,2086,0,false,ORD,North America,Chicago,94,0.00
3.24.125.131,80,0,false,ORD,North America,Chicago,94,0.00
3.27.77.68,2096,0,false,ORD,North America,Chicago,94,0.00
3.27.8.225,2053,0,false,ORD,North America,Chicago,94,0.00
3.25.188.30,2082,0,false,ORD,North America,Chicago,94,0.00
3.26.241.28,2096,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,2053,0,false,ORD,North America,Chicago,94,0.00
3.26.225.192,2095,0,false,ORD,North America,Chicago,94,0.00
3.26.93.126,2086,0,false,ORD,North America,Chicago,94,0.00
13.236.209.185,2095,0,false,ORD,North America,Chicago,94,0.00
3.27.45.26,443,0,false,ORD,North America,Chicago,94,0.00
13.54.96.202,80,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,2086,0,false,ORD,North America,Chicago,94,0.00
3.27.116.51,2052,0,false,ORD,North America,Chicago,94,0.00
3.27.104.227,80,0,false,ORD,North America,Chicago,94,0.00
3.27.8.225,2083,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,2052,0,false,ORD,North America,Chicago,94,0.00
3.26.255.21,2082,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,2095,0,false,ORD,North America,Chicago,94,0.00
13.236.209.185,2052,0,false,ORD,North America,Chicago,94,0.00
3.26.222.126,2083,0,false,ORD,North America,Chicago,94,0.00
13.236.209.185,2083,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,2087,0,false,ORD,North America,Chicago,94,0.00
3.26.241.28,443,0,false,ORD,North America,Chicago,94,0.00
3.27.128.68,2095,0,false,ORD,North America,Chicago,94,0.00
3.26.255.21,2086,0,false,ORD,North America,Chicago,94,0.00
3.25.228.142,80,0,false,ORD,North America,Chicago,94,0.00
3.27.128.68,2087,0,false,ORD,North America,Chicago,94,0.00
3.27.104.227,2087,0,false,ORD,North America,Chicago,94,0.00
3.27.77.68,2083,0,false,ORD,North America,Chicago,94,0.00
3.27.45.26,8080,0,false,ORD,North America,Chicago,94,0.00
43.201.60.144,8080,0,false,ORD,North America,Chicago,94,0.00
3.25.234.205,8880,0,false,ORD,North America,Chicago,94,0.00
3.26.225.192,80,0,false,ORD,North America,Chicago,94,0.00
3.26.178.139,8880,0,false,ORD,North America,Chicago,94,0.00
3.26.178.139,2053,0,false,ORD,North America,Chicago,94,0.00
3.27.41.16,443,0,false,ORD,North America,Chicago,94,0.00
13.239.147.196,2096,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,2096,0,false,ORD,North America,Chicago,94,0.00
3.27.45.26,2082,0,false,ORD,North America,Chicago,94,0.00
3.26.225.74,2086,0,false,ORD,North America,Chicago,94,0.00
13.239.147.196,2052,0,false,ORD,North America,Chicago,94,0.00
3.25.188.30,2086,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,8080,0,false,ORD,North America,Chicago,94,0.00
3.26.113.223,8880,0,false,ORD,North America,Chicago,94,0.00
3.26.129.70,443,0,false,ORD,North America,Chicago,94,0.00
3.26.225.74,443,0,false,ORD,North America,Chicago,94,0.00
43.201.70.231,2086,0,false,ORD,North America,Chicago,94,0.00
3.26.255.21,2087,0,false,ORD,North America,Chicago,94,0.00
3.27.77.68,80,0,false,ORD,North America,Chicago,94,0.00
3.106.203.237,80,0,false,ORD,North America,Chicago,94,0.00
3.106.203.237,2096,0,false,ORD,North America,Chicago,94,0.00
3.27.8.225,2086,0,false,ORD,North America,Chicago,94,0.00
3.26.255.21,8080,0,false,ORD,North America,Chicago,94,0.00
3.25.234.205,2096,0,false,ORD,North America,Chicago,94,0.00
3.26.9.21,2052,0,false,ORD,North America,Chicago,94,0.00
3.25.234.205,8443,0,false,ORD,North America,Chicago,94,0.00
3.27.41.16,2053,0,false,ORD,North America,Chicago,94,0.00
43.201.70.231,2052,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,2082,0,false,ORD,North America,Chicago,94,0.00
3.106.203.237,2087,0,false,ORD,North America,Chicago,94,0.00
3.26.93.126,2083,0,false,ORD,North America,Chicago,94,0.00
3.27.128.68,2052,0,false,ORD,North America,Chicago,94,0.00
3.26.93.126,2095,0,false,ORD,North America,Chicago,94,0.00
52.62.255.135,443,0,false,ORD,North America,Chicago,94,0.00
3.26.241.28,8443,0,false,ORD,North America,Chicago,94,0.00
3.26.225.74,2096,0,false,ORD,North America,Chicago,94,0.00
3.26.129.70,2082,0,false,ORD,North America,Chicago,94,0.00
3.26.225.192,2082,0,false,ORD,North America,Chicago,94,0.00
3.26.178.139,2083,0,false,ORD,North America,Chicago,95,0.00
3.26.113.223,2087,0,false,ORD,North America,Chicago,95,0.00
3.25.234.205,2087,0,false,ORD,North America,Chicago,95,0.00
3.25.228.142,2095,0,false,ORD,North America,Chicago,95,0.00
3.26.9.21,8880,0,false,ORD,North America,Chicago,95,0.00
3.26.225.192,2053,0,false,ORD,North America,Chicago,95,0.00
3.26.225.192,8080,0,false,ORD,North America,Chicago,95,0.00
3.27.8.225,2052,0,false,ORD,North America,Chicago,95,0.00
3.26.9.21,8443,0,false,ORD,North America,Chicago,95,0.00
3.25.232.135,2087,0,false,ORD,North America,Chicago,95,0.00
3.26.255.21,2095,0,false,ORD,North America,Chicago,95,0.00
3.26.129.70,8080,0,false,ORD,North America,Chicago,95,0.00
3.26.178.139,2087,0,false,ORD,North America,Chicago,95,0.00
3.25.234.205,2083,0,false,ORD,North America,Chicago,95,0.00
3.26.203.153,2087,0,false,ORD,North America,Chicago,95,0.00
3.26.203.153,2096,0,false,ORD,North America,Chicago,95,0.00
3.27.77.68,8080,0,false,ORD,North America,Chicago,95,0.00
3.106.203.13,2095,0,false,ORD,North America,Chicago,95,0.00
3.25.234.205,2095,0,false,ORD,North America,Chicago,95,0.00
3.25.188.30,2053,0,false,ORD,North America,Chicago,95,0.00
3.27.8.225,8443,0,false,ORD,North America,Chicago,95,0.00
3.27.104.227,2082,0,false,ORD,North America,Chicago,95,0.00
13.236.209.185,443,0,false,ORD,North America,Chicago,95,0.00
3.26.113.223,2052,0,false,ORD,North America,Chicago,95,0.00
3.26.129.70,8443,0,false,ORD,North America,Chicago,95,0.00
3.106.203.237,2095,0,false,ORD,North America,Chicago,95,0.00
3.27.116.51,2082,0,false,ORD,North America,Chicago,95,0.00
3.25.188.30,2096,0,false,ORD,North America,Chicago,95,0.00
3.27.45.26,8880,0,false,ORD,North America,Chicago,95,0.00
3.27.45.26,2086,0,false,ORD,North America,Chicago,95,0.00
3.25.228.142,2083,0,false,ORD,North America,Chicago,95,0.00
3.26.93.126,8443,0,false,ORD,North America,Chicago,95,0.00
3.27.41.16,8880,0,false,ORD,North America,Chicago,95,0.00
3.27.104.227,2083,0,false,ORD,North America,Chicago,95,0.00
3.26.203.153,2052,0,false,ORD,North America,Chicago,95,0.00
3.25.234.205,2053,0,false,ORD,North America,Chicago,95,0.00
